year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,sale_date,sale_month
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5c5272157,tn,36,18097,white,beige,sullivan auto group llc,15350,14600,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5317087,ga,2,11912,black,black,enterprise vehicle exchange / tra / rental / tulsa,20700,13800,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),2015-03-05,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5276340,az,36,61348,blue,black,dtg operations inc,13800,13000,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),2015-03-05,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5227106,ca,42,59210,blue,black,dtg operations inc,13900,13600,Tue Mar 03 2015 04:30:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5248065,mo,47,32045,white,black,ford motor credit company,19500,22500,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,GT,Convertible,,1zvbp8ff0e5307240,on,44,18422,black,black,ford motor company of canada  limited,29600,32200,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),2015-03-03,3
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4c5273686,ca,34,50372,silver,black,dtg operations inc,12500,12600,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),2015-03-04,3
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5c5273387,ca,41,47881,white,black,dtg operations inc,12750,12700,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,GT Premium,Convertible,automatic,1zvbp8ff0e5245905,tn,43,11544,black,black,ford motor credit company,30000,35500,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),2015-03-05,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6e5234195,az,4,53710,blue,black,dtg operations inc,15550,15000,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),2015-03-05,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5248059,fl,48,5892,—,brown,ford motor credit company,24400,25000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5323192,fl,45,17776,black,black,avis budget group,19800,19800,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),2015-03-05,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5311746,fl,47,23764,—,black,avis budget group,18950,19900,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),2015-03-05,3
2014,FORD,MUSTANG,GT Premium,Convertible,manual,1zvbp8ff8e5245912,fl,49,26273,—,black,ford motor credit company,28100,32300,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,GT Premium,Convertible,automatic,1zvbp8ff0e5243488,fl,45,5972,white,brown,ford motor credit company,30800,33600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,GT Premium,Convertible,manual,1zvbp8ffxe5243367,fl,44,6095,,,ford motor credit company,30800,33500,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5238017,ny,1,45612,silver,black,hertz damaged liquidation,17400,10000,Thu Mar 05 2015 04:45:00 GMT-0800 (PST),2015-03-05,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1d5237407,fl,4,60617,silver,black,dtg operations inc,13800,14000,Fri Mar 06 2015 01:15:00 GMT-0800 (PST),2015-03-06,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9d5222024,fl,47,61756,white,blue,dtg operations inc,13750,14100,Fri Mar 06 2015 01:15:00 GMT-0800 (PST),2015-03-06,3
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9c5276485,fl,19,60547,black,black,dtg operations inc,11400,11000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,GT,Convertible,,1zvbp8ff5e5307184,qc,47,10492,red,black,ford motor company of canada,29800,32200,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),2015-03-03,3
2008,FORD,MUSTANG,GT Premium,Convertible,manual,1zvht85h485101044,fl,24,51096,red,tan,first investors financial services,14800,10200,Tue Mar 03 2015 04:15:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2d5280489,tx,41,51517,silver,black,music city autoplex llc,14200,14500,Wed Mar 04 2015 02:20:00 GMT-0800 (PST),2015-03-04,3
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6c5273334,ca,26,50120,white,black,dtg operations inc,12400,11900,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),2015-03-05,3
2009,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvht84n195100880,ga,36,61538,gray,gray,blue ridge north georgia ford inc,7850,11500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8c5276459,fl,27,60929,black,black,toyota volvo of keene,10950,12800,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),2015-03-10,3
2012,FORD,MUSTANG,V6,Convertible,manual,1zvbp8em3c5264851,tx,49,33082,—,black,ford motor credit company llc,16550,30300,Wed Mar 04 2015 03:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,,1zvbp8em8e5311939,qc,43,13485,black,black,ford motor company of canada,24800,26100,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5266845,fl,42,18783,silver,black,toyota volvo of keene,19600,19800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5240258,fl,34,24364,silver,black,toyota volvo of keene,20900,19700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,GT,Convertible,,1zvbp8ff0e5314365,qc,48,15780,red,black,ford motor company of canada,30400,25100,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT),2015-03-10,3
2014,FORD,MUSTANG,GT,Convertible,,1zvbp8ff2e5314402,qc,43,13638,gray,black,ford motor company of canada,29700,32100,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),2015-03-03,3
2000,FORD,MUSTANG,Base,Convertible,automatic,1fafp4445yf238953,tn,19,147799,black,—,hertz remarketing,1850,1700,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5292348,ca,1,26631,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,20500,14200,Tue Mar 03 2015 05:00:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7d5234415,fl,35,61042,red,black,dtg operations inc,13800,13500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7d5224791,fl,39,57706,silver,gray,toyota volvo of keene,13950,14200,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9d5227398,fl,35,59600,white,black,dtg operations inc,13850,13500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4d5272457,fl,38,56993,black,black,dtg operations inc,13950,14501,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,V6,Convertible,,1zvbp8em0e5285529,ca,3,13735,black,gray,enterprise vehicle exchange / tra / rental / tulsa,22900,15900,Tue Mar 03 2015 04:00:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5279034,fl,41,28447,black,gray,enterprise veh exchange/rental,20400,20700,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),2015-03-10,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6e5238313,fl,33,39811,blue,black,ez rent a car inc,16650,15600,Tue Mar 03 2015 01:00:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5263557,fl,46,29151,silver,black,enterprise veh exchange/rental,18150,18400,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5248232,nc,44,67536,silver,black,the hertz corporation,12600,14600,Tue Mar 03 2015 01:15:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6d5211353,fl,19,62238,black,black,dtg operations inc,13750,12200,Wed Mar 04 2015 01:10:00 GMT-0800 (PST),2015-03-04,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5203971,fl,38,59034,silver,gray,dtg operations inc,13850,13700,Wed Mar 04 2015 01:10:00 GMT-0800 (PST),2015-03-04,3
2004,FORD,MUSTANG,Premium,Convertible,manual,1fafp44684f160910,ca,35,153438,white,black,walters auto sales/service inc,1950,2500,Tue Mar 03 2015 04:30:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5322877,fl,45,16904,—,gray,avis budget group,20700,18400,Thu Mar 26 2015 02:00:00 GMT-0700 (PDT),2015-03-26,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5311160,fl,43,23936,—,black,ford motor credit company,18900,21400,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5243685,ca,43,55681,white,black,coast sports cars inc,15100,16000,Wed Mar 04 2015 04:15:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5323184,fl,47,17677,white,beige,avis budget group,22200,23100,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5262386,ca,2,38623,black,black,enterprise vehicle exchange / tra / rental / tulsa,16800,11200,Wed Mar 04 2015 07:05:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5311140,fl,45,23874,—,black,ford motor credit company,21000,21600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5311156,fl,43,24418,—,black,ford motor credit company,20900,22500,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5323157,fl,47,18403,white,beige,avis budget group,22000,22900,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4e5311002,fl,46,23993,—,black,ford motor credit company,21000,21600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,GT Premium,Convertible,automatic,1zvbp8ff4e5245907,fl,41,11049,—,black,ford motor credit company,30100,30600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,GT,Convertible,manual,1zvbp8ff2e5248045,fl,47,12846,—,black,ford motor credit company,26200,26200,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,GT Premium,Convertible,automatic,1zvbp8ff9e5235096,fl,44,1646,—,black,ford motor credit company llc,31400,32100,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5311161,fl,47,24239,black,black,ford motor credit company,21000,22000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8c5261783,tn,47,33293,—,black,ford motor credit company llc,16500,17900,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),2015-03-05,3
2003,FORD,THUNDERBIRD,Premium,Convertible,automatic,1fahp60a83y110994,az,43,67273,white,red,aps rent a car & leasing,10000,12800,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),2015-03-05,3
1999,FORD,MUSTANG,Base,Convertible,automatic,1fafp4447xf220355,ca,19,83408,red,beige,kearny mesa hyundai subaru,2550,2000,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5322991,tn,49,11618,red,gray,avis budget group,20700,21100,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),2015-03-05,3
2013,FORD,MUSTANG,V6,Convertible,,1zvbp8em8d5229840,nc,38,55718,white,black,lenders assistance corporation,14000,14300,Tue Mar 03 2015 01:15:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,,1zvbp8em7d5270363,ga,23,42168,silver,gray,ford motor credit company llc pd,15600,17700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2007,FORD,MUSTANG,Premium,Convertible,automatic,1zvht84n175357020,ga,19,117578,gray,black,jpmorgan chase bank n.a.,6725,7000,Thu Mar 05 2015 02:00:00 GMT-0800 (PST),2015-03-05,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5285575,ca,35,31014,silver,black,ars/avis budget group,20100,19400,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),2015-03-05,3
2014,FORD,MUSTANG,GT Premium,Convertible,,1zvbp8ff5e5307329,on,45,14230,gray,brown,ford motor company of canada  limited,30800,31800,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5273227,ny,5,20575,green,black,ford motor credit company llc,15300,15100,Wed Mar 04 2015 01:20:00 GMT-0800 (PST),2015-03-04,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1d5227301,nj,28,77712,blue,black,northeast leasing,13100,13200,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),2015-03-04,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5229910,nj,43,74130,white,black,northeast leasing,13250,13300,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),2015-03-04,3
2010,FORD,MUSTANG,GT,Convertible,manual,1zvbp8fh0a5158503,md,36,37086,black,black,wells fargo dealer services,19300,20400,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5219889,tn,42,23586,red,black,ford-lincoln dealer program,18950,18800,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),2015-03-04,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7d5239582,ca,44,35565,blue,black,ars/avis budget group,16550,16600,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),2015-03-05,3
2010,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8en2a5124702,mo,22,75199,blue,beige,ford-lincoln dealer program,10400,9500,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2010,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8en5a5116691,in,22,107241,black,black,santander consumer,9175,8300,Thu Mar 05 2015 02:00:00 GMT-0800 (PST),2015-03-05,3
2007,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvft84n675262587,co,29,30481,silver,gray,santander consumer,8125,10500,Tue Mar 03 2015 04:00:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5285568,ca,4,34282,red,beige,ars/avis budget group,19500,18800,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),2015-03-05,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5265054,fl,43,32010,white,black,ars/avis budget group,19500,19400,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5215746,mo,4,51391,silver,black,the hertz corporation,15000,14900,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5264977,fl,4,37192,white,black,ars/avis budget group,18550,19600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5227236,fl,4,65933,white,black,dtg operations inc,12950,14700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5234151,mo,42,47128,white,black,the hertz corporation,15600,15600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),2015-03-04,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0d5239486,fl,36,61792,white,black,dtg operations inc,13750,13900,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1d5219683,fl,37,60465,black,black,dtg operations inc,13950,14400,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),2015-03-10,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4d5219743,ca,32,43161,silver,black,the hertz corporation,14550,13500,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),2015-03-04,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7d5272355,fl,33,59364,black,black,dtg operations inc,14000,14000,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),2015-03-10,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5d5219718,fl,35,59396,white,black,dtg operations inc,14000,14200,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),2015-03-10,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7d5239484,fl,36,65877,white,black,dtg operations inc,13800,14900,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),2015-03-10,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5230748,nj,1,24592,black,black,hertz/tra,15300,8750,Wed Mar 04 2015 04:00:00 GMT-0800 (PST),2015-03-04,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4d5203686,ca,21,48945,red,black,dtg operations inc,14300,12700,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),2015-03-04,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxd5229807,fl,39,62365,white,black,dtg operations inc,13750,13800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4d5280459,fl,32,58934,gray,black,dtg operations inc,14000,14100,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),2015-03-10,3
2012,FORD,MUSTANG,V6,Convertible,,1zvbp8em1c5286492,nj,37,72119,silver,black,northeast leasing,10750,13100,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),2015-03-04,3
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5c5273910,ny,42,29503,gray,black,ford motor credit company llc,17100,17300,Wed Mar 04 2015 01:20:00 GMT-0800 (PST),2015-03-04,3
2002,FORD,MUSTANG,Deluxe,Convertible,automatic,1fafp44452f121039,mo,19,126963,white,tan,santander consumer,2450,2700,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),2015-03-04,3
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5265030,fl,42,30629,red,black,avis corporation,19750,19200,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),2015-03-03,3
