year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,sale date
2014,FORD,ESCAPE,SE,SUV,automatic,1fmcu0gx9euc39093,fl,44,30234,white,gray,avis budget group,16850,17800,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,ESCAPE,SE,SUV,automatic,1fmcu0gx0eub81455,fl,46,37377,—,gray,ford motor credit company,16250,17700,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,ESCAPE,SE,SUV,,1fmcu0gx3eub81384,pa,37,13209,gray,beige,ford motor credit company,18450,16900,Fri Mar 06 2015 01:00:00 GMT-0800 (PST),3/6/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k7f98ega09991,fl,48,25740,—,black,ford motor credit company,31400,31800,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k7f87egb11905,tx,45,39421,—,black,avis corporation,27000,29400,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k7f82ega55761,tx,37,40166,—,black,avis corporation,27000,27600,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k7f82ega76464,tx,43,38640,—,beige,avis corporation,27100,28100,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,EXPLORER,XLT,SUV,automatic,1fm5k7d88egb25590,fl,4,28519,red,black,sixt rent a car llc,26800,26500,Thu Mar 05 2015 01:15:00 GMT-0800 (PST),3/5/2015
2014,FORD,FIESTA,SE,Hatchback,automatic,3fadp4ej3em103087,mi,49,35578,silver,gray,ars/avis budget group,10200,10200,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,FIESTA,SE,Sedan,automatic,3fadp4bj3em154531,tx,35,43457,red,black,ars/avis budget group,9750,10300,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,FOCUS,SE,Hatchback,automatic,1fadp3k26el296683,fl,49,11638,—,black,avis budget group,12800,13700,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FOCUS,SE,Hatchback,automatic,1fadp3k28el273082,fl,47,14368,—,gray,avis budget group,12650,13000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FOCUS,Titanium,Sedan,automatic,1fadp3j20el119676,fl,47,5523,—,black,ford motor credit company,15950,15400,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0h91er308686,fl,48,14191,—,black,avis budget group,17450,17800,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0h93er261029,fl,45,16953,—,black,avis budget group,17200,17100,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0h90er279326,fl,48,21577,—,tan,avis budget group,16800,17300,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FUSION HYBRID,SE,Sedan,automatic,3fa6p0lu3er301721,fl,49,29046,—,black,budget rac of atlanta,18350,19600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FUSION HYBRID,SE,Sedan,automatic,3fa6p0lu9er361356,fl,44,28617,—,black,budget rac of atlanta,18400,18200,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0h74er187375,fl,48,31875,white,black,ford motor credit company,14550,15600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FUSION HYBRID,SE,Sedan,automatic,3fa6p0lu3er279140,fl,41,33077,white,tan,avis budget group,17850,18400,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0h95er187385,fl,41,31667,—,black,ford motor credit company,15950,15300,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6e5234195,az,4,53710,blue,black,dtg operations inc,15550,15000,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5248059,fl,48,5892,—,brown,ford motor credit company,24400,25000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5323192,fl,45,17776,black,black,avis budget group,19800,19800,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5311746,fl,47,23764,—,black,avis budget group,18950,19900,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,V6,Coupe,automatic,1zvbp8am9e5243480,fl,45,16857,black,black,ford motor credit company,19350,20000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,MUSTANG,GT Premium,Convertible,manual,1zvbp8ff8e5245912,fl,49,26273,—,black,ford motor credit company,28100,32300,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,MUSTANG,V6,Coupe,automatic,1zvbp8am2e5240453,mo,39,31290,white,tan,ars/avis budget group,18200,17700,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),3/3/2015
2014,FORD,MUSTANG,GT Premium,Convertible,automatic,1zvbp8ff0e5243488,fl,45,5972,white,brown,ford motor credit company,30800,33600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,MUSTANG,GT Premium,Convertible,manual,1zvbp8ffxe5243367,fl,44,6095,,,ford motor credit company,30800,33500,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,TAURUS,Limited,Sedan,automatic,1fahp2f88eg146433,fl,38,23011,—,black,avis budget group,20500,20600,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,TAURUS,SEL,Sedan,automatic,1fahp2e84eg141778,fl,45,15804,—,gold,ford motor credit company,18900,21000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,TAURUS,SEL,Sedan,automatic,1fahp2e82eg180062,fl,43,26218,—,black,ford motor credit company,18250,17600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2015,FORD,TAURUS,Limited,Sedan,automatic,1fahp2j87fg118163,tn,5,14968,gray,black,ford motor credit company,28100,27800,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2012,FORD,EDGE,SE,SUV,automatic,2fmdk3g98cba46093,ca,38,37275,silver,black,ford motor credit company llc pd,15350,17000,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),3/5/2015
2008,FORD,F-150,XLT,Truck,automatic,1ftrw14w88fa04025,mi,19,103017,red,gray,stratford hyundai,13750,9700,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),3/5/2015
2006,FORD,F-150,FX4,Truck,automatic,1ftpx14596fa10439,md,19,257521,silver,black,credit acceptance corp/vrs/southfield,4225,4800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2005,FORD,TAURUS,SE,Sedan,automatic,1fafp53u05a206377,ga,21,101448,silver,gray,ari,2425,2000,Thu Mar 05 2015 02:00:00 GMT-0800 (PST),3/5/2015
2004,FORD,F-150,XL,Truck,,1ftrf14w14nc47188,va,19,106356,silver,gray,az exchange llc,4275,4000,Thu Mar 05 2015 01:35:00 GMT-0800 (PST),3/5/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k7f87egb25139,fl,41,21879,—,black,royal rent a car,29000,32500,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,EXPLORER,XLT,SUV,automatic,1fm5k8d81egb28160,ca,43,33395,white,beige,ford motor credit company,28700,29600,Wed Mar 04 2015 05:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,F-150,XL,Truck,automatic,1ftnf1cf1ekd17582,tx,33,14163,white,gray,u-haul,17600,18200,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2012,FORD,F-150,XLT,Truck,automatic,1ftfw1ef3cfa49187,ut,37,29183,white,gray,excell auto center,25500,22200,Wed Mar 04 2015 03:30:00 GMT-0800 (PST),3/4/2015
2012,FORD,FLEX,SEL,Hatchback,automatic,2fmgk5cc7cbd21253,ma,44,60341,white,black,the hertz corporation,17050,16900,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2012,FORD,FOCUS,BEV,Hatchback,automatic,1fahp3r40cl384313,ga,48,14410,black,gray,ford motor credit company llc pd,13150,14200,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2012,FORD,FOCUS,SE,Sedan,automatic,1fahp3f21cl259825,ga,47,23639,gray,black,ford motor credit company llc pd,10450,9100,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2012,FORD,FUSION,SE,Sedan,automatic,3fahp0ha7cr353115,ga,43,59378,gray,gray,ford motor credit company llc,10250,11100,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2012,FORD,FUSION,SEL,Sedan,automatic,3fahp0ja2cr254826,ga,37,5820,white,tan,ford motor credit company llc pd,15500,15700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2012,FORD,FUSION,SEL,Sedan,automatic,3fahp0ja7cr327933,ma,32,59381,purple,black,the hertz corporation,11350,10500,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2011,FORD,E-SERIES WAGON,E-350 Super Duty XLT,Van,,1fbss3bl7bda31239,ga,16,209428,white,gray,ford motor credit company llc,10250,5400,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2010,FORD,EXPLORER,Eddie Bauer,SUV,automatic,1fmeu7ee8aua75199,mi,42,105863,gray,tan,city of cars,12250,12000,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),3/5/2015
2010,FORD,F-150,XLT,Truck,automatic,1ftfw1ev3afd71641,ga,25,55401,red,gray,ford motor credit company llc,20200,22900,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2010,FORD,TRANSIT CONNECT,Cargo Van XLT,Van,automatic,nm0ls7bn0at038933,ny,33,104252,white,gray,ge fleet services for itself/servicer,8625,6800,Thu Mar 05 2015 01:15:00 GMT-0800 (PST),3/5/2015
2009,FORD,F-350 SUPER DUTY,Lariat,Truck,automatic,1ftww33r49ea37525,tx,2,99631,white,brown,fiserv/regions bank,23500,18600,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),3/3/2015
2009,FORD,F-150,Platinum,Truck,,1ftpw14v89fb34662,pa,32,58278,black,brown,exceptional motorcars ltd,23600,24500,Wed Mar 04 2015 01:00:00 GMT-0800 (PST),3/4/2015
2005,FORD,EXPEDITION,Eddie Bauer,SUV,automatic,1fmfu17505la94002,ca,19,192820,brown,beige,lobel financial corp,3200,3000,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),3/5/2015
2005,FORD,F-150,XLT,Truck,automatic,1ftpw14515fa97982,ga,29,99187,gray,gray,ars/manheim georgia,9675,9700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,E-SERIES WAGON,E-350 Super Duty XLT,Van,automatic,1fbss3bl9edb06706,ga,45,25212,white,tan,ford motor credit company,22700,25000,Mon Mar 09 2015 03:00:00 GMT-0700 (PDT),3/9/2015
2014,FORD,E-SERIES VAN,E-250,Van,automatic,1ftne2ew8eda17337,ga,46,9416,white,gray,u-haul,21400,21400,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2003,FORD,F-150,Lariat,Truck,automatic,1ftrw08l13kd98025,ny,19,1,black,gray,saratoga's community fcu,10500,4000,Thu Mar 05 2015 01:15:00 GMT-0800 (PST),3/5/2015
2014,FORD,EDGE,Limited,SUV,automatic,2fmdk4kc6eba72056,tx,44,25626,white,gray,avis budget group,26000,26000,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,ESCAPE,SE,SUV,automatic,1fmcu9g98euc46641,ga,39,29136,gray,gray,avis budget group,19200,23300,Tue Mar 17 2015 02:30:00 GMT-0700 (PDT),3/17/2015
2014,FORD,ESCAPE,Titanium,SUV,automatic,1fmcu9jx1eud60178,mo,46,29068,silver,black,kc landsmen ars,23400,23300,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),3/3/2015
2014,FORD,ESCAPE,SE,SUV,automatic,1fmcu9g95euc46855,tx,44,25013,gray,beige,avis budget group,20100,20400,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,ESCAPE,Titanium,SUV,automatic,1fmcu0jx3euc38952,tx,43,28431,red,black,avis budget group,21000,21700,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,ESCAPE,SE,SUV,automatic,1fmcu0gx3eub81398,ga,47,38487,black,gray,ford motor credit company,16150,16500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,ESCAPE,SE,SUV,,1fmcu0gx2eub81568,tx,45,23853,burgundy,tan,ford motor credit company,17400,18300,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2015,FORD,F-250 SUPER DUTY,XLT,Truck,,1ft7w2bt4fea63503,tx,42,25596,white,gray,music city autoplex llc,37600,38000,Wed Mar 04 2015 02:20:00 GMT-0800 (PST),3/4/2015
2014,FORD,F-150,XL,Truck,automatic,1ftnf1cf1ekd18456,ga,27,7869,white,gray,u-haul,18050,17700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,F-150,XL,Truck,automatic,1ftnf1cf0ekd20425,ga,33,15596,white,black,u-haul,17550,17400,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,F-150,XL,Truck,automatic,1ftnf1cf4ekd18354,ga,42,10376,white,gray,u-haul,17900,17500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,FIESTA,SE,Hatchback,automatic,3fadp4ej1em111902,mi,5,36960,gray,black,ars/avis budget group,10100,10100,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,FIESTA,SE,Hatchback,automatic,3fadp4ej0em102978,ca,33,40420,black,black,ars/avis budget group,9950,10300,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),3/5/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0h74er293406,ca,22,17459,gray,black,midway hfc fleet/ars,15600,15200,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),3/5/2015
2014,FORD,FUSION HYBRID,Titanium,Sedan,automatic,3fa6p0ru7er261392,ga,48,30250,black,black,avis budget group,20200,20600,Mon Mar 09 2015 03:00:00 GMT-0700 (PDT),3/9/2015
2014,FORD,FUSION,Titanium,Sedan,automatic,3fa6p0k96er262149,il,38,40707,silver,black,ars/avis budget group,18250,18000,Thu Mar 05 2015 02:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,V6,Coupe,automatic,1zvbp8am2e5201829,ca,31,35643,red,beige,ars/avis budget group,17800,17900,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5238017,ny,1,45612,silver,black,hertz damaged liquidation,17400,10000,Thu Mar 05 2015 04:45:00 GMT-0800 (PST),3/5/2015
2014,FORD,TAURUS,SHO,Sedan,automatic,1fahp2kt0eg109824,ga,39,49719,gray,black,ford motor credit company,23500,25200,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2013,FORD,EDGE,Limited,SUV,automatic,2fmdk4kc5dbb12285,ma,29,58669,gray,black,the hertz corporation,19750,19100,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2013,FORD,EDGE,Limited,SUV,automatic,2fmdk3kc7dbb66469,tx,33,86656,silver,brown,fiserv/crescent bank & trust,19200,16000,Tue Mar 03 2015 02:30:00 GMT-0800 (PST),3/3/2015
2013,FORD,ESCAPE,SE,SUV,automatic,1fmcu9g96dua35419,ma,42,71846,blue,black,dtg operations inc,14100,13900,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2013,FORD,ESCAPE,S,SUV,automatic,1fmcu0f73dua21604,fl,25,56871,silver,black,enterprise fleet management,12750,11200,Wed Mar 04 2015 01:10:00 GMT-0800 (PST),3/4/2015
2013,FORD,ESCAPE,Titanium,SUV,automatic,1fmcu0j93dub32954,ca,35,79013,gray,black,m/r motors inc,15750,15600,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),3/5/2015
2013,FORD,ESCAPE,SE,SUV,automatic,1fmcu0gx3dub24505,fl,35,103152,black,gray,auto sails inc,11500,11300,Wed Mar 04 2015 01:35:00 GMT-0800 (PST),3/4/2015
2013,FORD,EXPLORER,XLT,SUV,automatic,1fm5k8d89dgc91332,ma,38,62193,gray,black,the hertz corporation,22600,22100,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2013,FORD,EXPLORER,XLT,SUV,automatic,1fm5k8d8xdgc52989,ma,33,53682,gray,black,the hertz corporation,24000,22900,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2013,FORD,EXPLORER,XLT,SUV,,1fm5k8d83dgb40521,fl,4,66023,gray,black,the hertz corporation,21900,21400,Fri Mar 06 2015 01:15:00 GMT-0800 (PST),3/6/2015
2013,FORD,EXPLORER,XLT,SUV,automatic,1fm5k8d89dga63539,ma,35,69451,gray,black,the hertz corporation,21300,21800,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2013,FORD,EXPLORER,XLT,SUV,automatic,1fm5k7d88dga40697,oh,43,27905,red,black,a&e automotive llc,26300,24850,Thu Mar 05 2015 02:30:00 GMT-0800 (PST),3/5/2015
2013,FORD,EXPLORER,XLT,SUV,automatic,1fm5k7d87dgb52360,tx,29,29378,—,black,remarketing by ge/manheim dallas ft. worth,26000,24000,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2013,FORD,FOCUS,SE,Sedan,automatic,1fadp3f22dl298181,ga,31,37707,black,black,ars/avis budget group,10700,11500,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2013,FORD,FUSION,SE,Sedan,automatic,3fa6p0h74dr388658,wa,34,17265,gray,black,ford motor credit company llc,14900,15800,Wed Mar 04 2015 04:00:00 GMT-0800 (PST),3/4/2015
2013,FORD,FOCUS,SE,Sedan,automatic,1fadp3f29dl196490,ma,4,72635,silver,black,the hertz corporation,8825,9100,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2013,FORD,FUSION,SE,Sedan,automatic,3fa6p0h73dr280189,ma,36,67612,gray,black,dtg operations inc,11900,11100,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1d5237407,fl,4,60617,silver,black,dtg operations inc,13800,14000,Fri Mar 06 2015 01:15:00 GMT-0800 (PST),3/6/2015
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9d5222024,fl,47,61756,white,blue,dtg operations inc,13750,14100,Fri Mar 06 2015 01:15:00 GMT-0800 (PST),3/6/2015
2009,FORD,ESCAPE HYBRID,Base,SUV,automatic,1fmcu49399kc20448,ga,28,293617,gray,gray,nalley acura,3850,4500,Tue Mar 03 2015 05:00:00 GMT-0800 (PST),3/3/2015
2008,FORD,F-250 SUPER DUTY,XL,Truck,automatic,1ftsw21r78ee17162,tx,2,192285,white,tan,mobilease,8950,4600,Thu Mar 05 2015 06:00:00 GMT-0800 (PST),3/5/2015
2006,FORD,FIVE HUNDRED,SEL,Sedan,automatic,1fahp24146g176780,nc,19,159232,silver,gray,dt credit corporation,2400,2000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2004,FORD,EXPEDITION,Eddie Bauer,SUV,automatic,1fmfu18l84lb74708,nc,1,122365,red,tan,dt credit corporation,5175,3300,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k7f89ega55952,tx,39,41948,—,gray,avis corporation,26800,26100,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),3/5/2015
2013,FORD,FOCUS,SE,Hatchback,automatic,1fadp3k20dl342071,ne,37,53654,black,black,the hertz corporation,10150,10000,Thu Mar 05 2015 04:15:00 GMT-0800 (PST),3/5/2015
2012,FORD,EDGE,Limited,SUV,automatic,2fmdk4kc9cba67480,md,44,24478,black,black,ford motor credit company llc,24300,24700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2012,FORD,EXPLORER,XLT,SUV,automatic,1fmhk7d94cga82269,tn,42,35781,—,gray,ford motor credit company llc,22900,23100,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2012,FORD,ESCAPE,XLT,SUV,automatic,1fmcu9dg0cka76593,ca,34,77749,gray,beige,ford motor credit company llc pd,12750,12800,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),3/5/2015
2012,FORD,EXPEDITION,EL King Ranch,SUV,automatic,1fmjk1j51cef34335,ny,19,59419,white,beige,ford motor credit company llc,22800,18800,Wed Mar 04 2015 01:20:00 GMT-0800 (PST),3/4/2015
2012,FORD,F-250 SUPER DUTY,XL,Truck,automatic,1ftbf2a6xced04871,md,42,73761,white,gray,ford motor credit company llc pd,12150,13600,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2012,FORD,TAURUS,SHO,Sedan,automatic,1fahp2kt8cg123564,tn,31,35787,—,black,ford-lincoln dealer program,20800,20900,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2012,FORD,MUSTANG,V6,Coupe,automatic,1zvbp8am9c5239376,il,41,44261,black,gray,phillips chevrolet inc,13700,12200,Thu Mar 05 2015 02:00:00 GMT-0800 (PST),3/5/2015
2012,FORD,FUSION,SPORT,Sedan,automatic,3fahp0kcxcr425919,ny,27,8395,silver,black,ford motor credit company llc,17000,14400,Wed Mar 04 2015 01:20:00 GMT-0800 (PST),3/4/2015
2011,FORD,EDGE,SEL,SUV,automatic,2fmdk3jc9bba55775,fl,38,83595,blue,beige,suntrust bank,13250,13600,Wed Mar 04 2015 01:10:00 GMT-0800 (PST),3/4/2015
2011,FORD,F-150,XLT,Truck,,1ftfw1et5bfa83944,oh,48,145703,white,gray,sullivan auto group llc,16200,14900,Thu Mar 05 2015 02:30:00 GMT-0800 (PST),3/5/2015
2011,FORD,F-150,FX4,Truck,automatic,1ftfx1ef8bfc12119,tn,41,24834,—,black,ford motor credit company llc,26500,26700,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2011,FORD,TAURUS,SHO,Sedan,automatic,1fahp2kt6bg178240,il,33,88524,white,black,first investors servicing corp,15500,14000,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),3/3/2015
2011,FORD,RANGER,SPORT,Truck,manual,1ftkr4ee6bpa52253,mi,4,47118,white,black,stratford hyundai,13800,11700,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),3/5/2015
2009,FORD,EDGE,SEL,SUV,automatic,2fmdk48c19ba35574,nj,33,132320,black,black,ford-lincoln dealer program,8575,8300,Wed Mar 04 2015 01:00:00 GMT-0800 (PST),3/4/2015
2008,FORD,ESCAPE,XLT,SUV,automatic,1fmcu93188ka52949,tn,29,79127,,,gm financial,7975,9400,Tue Mar 03 2015 02:30:00 GMT-0800 (PST),3/3/2015
2008,FORD,F-350 SUPER DUTY,Lariat,Truck,automatic,1ftww33r58ec42270,oh,35,104650,red,gray,wells fargo dealer services,21800,21800,Tue Mar 10 2015 05:00:00 GMT-0700 (PDT),3/10/2015
2006,FORD,F-150,XLT,Truck,automatic,1ftpw12526ka93872,ca,2,171978,gray,gray,california auto finance,5875,3000,Wed Mar 04 2015 03:00:00 GMT-0800 (PST),3/4/2015
2006,FORD,F-150,XLT,Truck,,1ftpw14566kd68611,ma,34,171453,black,tan,flood ford of east greenwich,6175,7000,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),3/3/2015
2006,FORD,EXPEDITION,XLT,SUV,,1fmpu16576la64096,oh,28,80437,burgundy,gray,santander consumer,7100,6000,Tue Mar 03 2015 04:00:00 GMT-0800 (PST),3/3/2015
2006,FORD,FREESTAR,SE,Minivan,automatic,2fmza51606ba40635,nc,28,110994,gray,gray,peoples credit company inc,2250,2200,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT),3/9/2015
2005,FORD,RANGER,EDGE,Truck,automatic,1ftyr44u25pb00824,mn,26,138005,blue,gray,select lane,2825,3800,Thu Mar 05 2015 02:30:00 GMT-0800 (PST),3/5/2015
2005,FORD,MUSTANG,Deluxe,Coupe,automatic,1zvft80n955128255,ca,19,77682,red,black,american heritage federal credit union,6600,5000,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),3/5/2015
2002,FORD,F-150,XLT,Truck,automatic,1ftpx17l42na39311,nc,19,247603,green,—,city finance inc,1350,1300,Mon Mar 02 2015 01:30:00 GMT-0800 (PST),3/2/2015
2001,FORD,TAURUS,SE,Sedan,automatic,1fafp53u51a186010,nc,19,208391,beige,tan,dt inventory,975,650,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2014,FORD,E-SERIES VAN,E-250,Van,automatic,1ftne2ew9eda17606,az,47,5594,white,gray,u-haul technical center,21900,21000,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,TRANSIT CONNECT,Wagon XLT SWB,Van,automatic,nm0ae8f72e1136685,tn,49,14527,black,black,ford motor credit company,20700,27100,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,ESCAPE,Titanium,SUV,automatic,1fmcu0jx5eud85113,nc,49,4788,red,gray,us bank,23100,22500,Tue Mar 03 2015 01:15:00 GMT-0800 (PST),3/3/2015
2014,FORD,ESCAPE,Titanium,SUV,automatic,1fmcu9j98eub10213,mo,44,42712,silver,black,avis corporation,21300,20800,Tue Mar 10 2015 04:00:00 GMT-0700 (PDT),3/10/2015
2014,FORD,ESCAPE,Titanium,SUV,automatic,1fmcu9j99eub52566,nj,45,6828,red,beige,ford motor credit company llc,25400,25000,Wed Mar 04 2015 01:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,EXPEDITION,EL King Ranch,SUV,automatic,1fmjk1j52eef29227,tn,4,31895,—,beige,ars/avis budget group,32300,34000,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,EXPEDITION,XLT,SUV,automatic,1fmju1j57eef46213,mo,49,3853,blue,beige,ford motor credit company,35500,36200,Tue Mar 10 2015 06:30:00 GMT-0700 (PDT),3/10/2015
2014,FORD,EXPEDITION,EL King Ranch,SUV,automatic,1fmjk1h52eef21425,tn,44,33038,—,tan,ars/avis budget group,32200,32600,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,EXPLORER,Sport,SUV,automatic,1fm5k8gtxega71120,tn,35,27080,—,black,budget rent a car/atlanta,34700,34000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
