year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,sale date
2014,FORD,MUSTANG,V6,Coupe,automatic,1zvbp8am4e5201217,ca,31,32202,silver,beige,avis corporation,18100,17700,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),3/5/2015
2001,FORD,EXPEDITION,XLT,SUV,automatic,1fmpu16l21la48508,ca,27,1,white,gray,auto remarketing resources,1550,400,Tue Mar 24 2015 06:00:00 GMT-0700 (PDT),3/24/2015
2011,FORD,FUSION,SE,Sedan,automatic,3fahp0haxbr243528,ca,28,53441,gray,black,dtg operations inc,9600,9000,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5265077,ca,36,39433,red,beige,ars/avis budget group,18550,17900,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),3/5/2015
2003,FORD,EXPLORER,XLT,SUV,automatic,1fmdu73w93ua28905,ca,19,100622,brown,black,marios auto wholesale,3000,2000,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),3/4/2015
2009,FORD,ESCAPE HYBRID,Base,SUV,automatic,1fmcu49349kc41613,fl,29,109250,white,gray,wheels exchange llc,8450,8100,Wed Mar 04 2015 01:10:00 GMT-0800 (PST),3/4/2015
2008,FORD,EXPLORER,XLT,SUV,,1fmeu73e88ua46752,nc,39,133049,burgundy,tan,fleet lease remarketing,6075,5400,Mon Mar 02 2015 01:30:00 GMT-0800 (PST),3/2/2015
2007,FORD,ESCAPE,Limited,SUV,,1fmcu94197ka49250,il,26,147795,black,black,hertz remarketing,5125,4300,Thu Mar 05 2015 06:00:00 GMT-0800 (PST),3/5/2015
2007,FORD,FIVE HUNDRED,SEL,Sedan,automatic,1fahp241x7g133773,mi,19,139316,black,beige,modern financial services,3600,2500,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,V6,Coupe,automatic,1zvbp8am6e5292054,sc,2,11148,white,black,enterprise vehicle exchange / tra / rental / tulsa,18650,12900,Thu Mar 05 2015 00:30:00 GMT-0800 (PST),3/5/2015
2006,FORD,F-150,XLT,Truck,automatic,1ftrw14wx6fa68709,tn,19,1,black,gray,westlake financial services,10800,350,Tue Mar 03 2015 02:30:00 GMT-0800 (PST),3/3/2015
2006,FORD,FUSION,SEL,Sedan,automatic,3fafp08146r119686,tx,19,116798,brown,black,improved credit lending,4275,1500,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2004,FORD,FOCUS,SVT,Hatchback,manual,3fahp30524r102519,mi,19,104603,silver,black,jeffs motorcars inc,3325,1850,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),3/5/2015
2002,FORD,EXPLORER,XLT,SUV,,1fmdu73e82uc66170,nj,27,123804,green,beige,lester glenn buick,2275,2000,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2002,FORD,F-150,XLT,Truck,automatic,1ftrw08l52ke22969,ga,19,148093,red,gray,liberty ford,5950,2100,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),3/5/2015
2002,FORD,TAURUS,SES,Sedan,automatic,1fafp55262a269071,fl,19,104690,black,gray,ace motor acceptance corporation,1725,800,Thu Mar 05 2015 07:00:00 GMT-0800 (PST),3/5/2015
2001,FORD,EXPLORER SPORT,Base,SUV,,1fmyu60e81uc39839,ny,32,131211,red,gray,par north america,1450,800,Tue Mar 03 2015 16:00:00 GMT-0800 (PST),3/3/2015
2000,FORD,CONTOUR,SE,Sedan,automatic,1fafp6632yk140325,ut,1,132523,white,gray,carhop,850,550,Wed Mar 04 2015 03:30:00 GMT-0800 (PST),3/4/2015
1998,FORD,TAURUS,SE,Sedan,automatic,1fafp52s2wa205474,pa,2,146736,white,gray,five points auto group inc,775,750,Wed Mar 11 2015 05:00:00 GMT-0700 (PDT),3/11/2015
2013,FORD,EXPLORER,XLT,SUV,automatic,1fm5k7d8xdga35324,pr,38,44506,gray,gray,oriental bank,24000,21100,Thu Mar 05 2015 03:30:00 GMT-0800 (PST),3/5/2015
2013,FORD,EXPLORER,XLT,SUV,automatic,1fm5k8d85dgb67705,nc,43,41003,silver,beige,t & k enterprises of mt airy inc,26300,26300,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),3/3/2015
2008,FORD,FUSION,SE,Sedan,automatic,3fahp07z48r191782,md,19,75148,blue,gray,wells fargo financial acceptance,6525,3900,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2014,FORD,FOCUS,SE,Sedan,automatic,1fadp3f22el284234,tn,45,29032,—,black,budget rent a car/alabama,11850,11800,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2009,FORD,MUSTANG,GT Premium,Coupe,manual,1zvht82h695113458,wi,29,119024,white,gray,palmen motors inc,6875,10400,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,F-150,XL,Truck,automatic,1ftnf1cfxekd17645,co,42,12145,white,gray,u-haul,17700,17500,Tue Mar 10 2015 05:00:00 GMT-0700 (PDT),3/10/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f88ega60629,ga,3,40635,black,black,avis corporation,27400,24600,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2002,FORD,ESCAPE,XLT Choice,SUV,automatic,1fmcu04142kd49315,md,2,51872,silver,gray,jim coleman toyota inc,4400,3000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0h73er262020,ga,47,32311,white,gray,ars/avis budget group,14650,14500,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2014,FORD,E-SERIES WAGON,E-350 Super Duty XLT,Van,automatic,1fbne3bl6eda32312,ga,47,18679,white,gray,gwinnett place ford,19900,19800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,FOCUS,SE,Hatchback,automatic,1fadp3k26el297011,ga,45,28790,red,gray,budget rent a car/alabama,12050,11900,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2013,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f83dgc83496,oh,43,40224,red,black,avis corporation,27000,25300,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT),3/10/2015
2013,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f82dgc11947,mo,22,36980,red,gray,avis corporation,27900,23000,Tue Mar 03 2015 02:30:00 GMT-0800 (PST),3/3/2015
2012,FORD,F-150,XLT,Truck,automatic,1ftex1cm8ckd14090,mo,24,38909,gray,gray,remarketing by ge/meritrust credit union,19450,16200,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2006,FORD,F-250 SUPER DUTY,Lariat,Truck,automatic,1ftsw21p96eb37772,ma,21,202183,red,tan,first ford  inc.,10400,8000,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT),3/10/2015
2008,FORD,F-150,XLT,Truck,automatic,1ftpx14v18fa25178,mi,19,123665,white,tan,remarketing by ge/comm financial members fcu,10200,7800,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),3/5/2015
2008,FORD,EXPLORER,XLT,SUV,,1fmeu73e28ua77155,md,28,81499,red,beige,ford motor credit company llc pd,8575,8900,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2007,FORD,TAURUS,SE Fleet,Sedan,automatic,1fafp53u77a164924,nc,2,144268,beige,tan,dt credit corporation,1850,500,Tue Mar 03 2015 00:30:00 GMT-0800 (PST),3/3/2015
2002,FORD,EXPEDITION,Eddie Bauer,SUV,automatic,1fmfu18l02la26260,nc,23,192522,blue,beige,fleet lease remarketing,2000,1600,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT),3/9/2015
2014,FORD,F-150,FX4,Truck,automatic,1ftfw1et5ekd13672,md,39,9520,blue,gray,ford motor credit company llc pd,39300,35000,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2014,FORD,E-SERIES VAN,E-250,Van,automatic,1ftne2ew3eda18623,tx,46,16551,white,gray,u-haul,20900,20800,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2013,FORD,EXPLORER,XLT,SUV,automatic,1fm5k7d80dgb67461,nj,39,80773,black,black,northeast auto marketing,20600,16000,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2013,FORD,FOCUS,Electric,Hatchback,automatic,1fadp3r4xdl207977,md,48,15044,gray,beige,ford motor credit company llc,13100,14100,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2012,FORD,FOCUS,SE,Sedan,automatic,1fahp3f2xcl264831,tn,29,44484,—,gray,ford motor credit company llc,9375,9000,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f82egb11946,md,38,53061,gray,beige,avis corporation,25100,24500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,FOCUS,SE,Sedan,automatic,1fadp3f24el163883,md,29,41557,black,black,avis corporation,11450,10900,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2013,FORD,ESCAPE,SEL,SUV,automatic,1fmcu0hx3dub25491,tx,33,76194,—,gray,wheels exchange llc,14300,14600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2011,FORD,TRANSIT CONNECT,Cargo Van XLT,Van,automatic,nm0ls7bn5bt043224,nc,27,119179,white,gray,ge fleet services for itself/servicer,8525,7100,Tue Mar 03 2015 01:15:00 GMT-0800 (PST),3/3/2015
2008,FORD,TAURUS X,SEL,Hatchback,,1fmdk02wx8ga32577,nc,26,151863,silver,gray,ace motor acceptance corporation,3125,2500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2001,FORD,FOCUS,SE,Sedan,automatic,1fafp34p11w191463,nc,1,171676,green,tan,ace motor acceptance corporation,1075,500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f82ega60769,mi,43,40854,gray,black,avis corporation,27400,27100,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),3/5/2015
2014,FORD,EXPLORER,XLT,SUV,automatic,1fm5k7d82egc20713,md,39,9512,silver,black,ford motor credit company llc pd,28000,25900,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2014,FORD,FOCUS,SE,Hatchback,automatic,1fadp3k26el265627,ga,35,33601,red,gray,ars/enterprise,27000,6000,Tue Mar 31 2015 02:30:00 GMT-0700 (PDT),3/31/2015
2014,FORD,E-SERIES WAGON,E-350 Super Duty XLT,Van,automatic,1fbne3bl2eda97934,fl,43,20123,white,beige,avis budget group,19800,20400,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FIESTA,Titanium,Hatchback,automatic,3fadp4fj2em201106,tx,44,25952,—,gray,budget rent a car/atlanta,12050,12700,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,F-150,STX,Truck,automatic,1ftfx1ef4efb59729,mi,42,5197,black,black,ford motor credit company llc,26600,27400,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2013,FORD,FOCUS,Titanium,Sedan,automatic,1fadp3j22dl157912,tx,32,20584,black,black,first light fcu,14950,14300,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,E-SERIES VAN,E-150,Van,,1ftne1ew0eda55834,ca,45,7204,white,gray,ge fleet services for itself/servicer,20700,21250,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,E-SERIES VAN,E-250,Van,,1ftne2ew8eda18746,ga,43,10662,white,gray,u-haul,21400,21300,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff2e5265170,ga,25,24388,red,black,budget rent a car/east point,24700,24000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,F-150,XL,Truck,,1ftnf1cf7ekd18350,nc,43,6556,white,gray,u-haul international,18050,18500,Tue Mar 10 2015 02:15:00 GMT-0700 (PDT),3/10/2015
2013,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f86dgc53604,ga,33,38364,green,beige,avis corporation,28000,25000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2013,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f87dgc83565,ga,29,43458,gray,tan,avis corporation,27100,24600,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,E-SERIES VAN,E-250,Van,,1ftne2ew6eda09589,nj,39,4706,white,gray,u-haul,22000,22400,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,E-SERIES VAN,E-250,Van,,1ftne2ew2eda09590,nj,38,5533,white,gray,u-haul,21900,21800,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,E-SERIES VAN,E-250,Van,,1ftne2ewxeda09594,nj,31,6651,white,gray,u-haul,21800,21700,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,E-SERIES VAN,E-250,Van,,1ftne2ew5eda10250,nj,39,8831,white,gray,u-haul,21600,20800,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,FIESTA,SE,Sedan,automatic,3fadp4bj6em142826,oh,34,40134,silver,tan,avis corporation,9875,9800,Tue Mar 03 2015 02:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f81ega92516,ga,37,40927,red,black,avis corporation,27500,27200,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,FIESTA,SE,Hatchback,automatic,3fadp4ejxem121909,ga,37,38409,silver,gray,avis corporation,10050,9700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2011,FORD,FUSION,SE,Sedan,automatic,3fahp0ha4br283362,ma,25,43872,black,black,boch new to you superstore,10150,8500,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT),3/10/2015
2010,FORD,FUSION HYBRID,Base,Sedan,automatic,3fadp0l31ar389936,nc,32,105932,gray,black,fleet lease remarketing,10000,8600,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT),3/9/2015
2010,FORD,TAURUS,SHO,Sedan,automatic,1fahp2kt6ag113337,nc,44,69946,black,black,suntrust bank,15800,16100,Tue Mar 03 2015 01:15:00 GMT-0800 (PST),3/3/2015
2005,FORD,MUSTANG,Deluxe,Coupe,automatic,1zvft80n655135423,ca,3,128538,blue,black,time finance co,5200,4900,Wed Mar 04 2015 04:05:00 GMT-0800 (PST),3/4/2015
2005,FORD,TAURUS,SEL,Sedan,automatic,1fafp56255a249204,pa,19,106917,gold,beige,credit acceptance corp/vrs/southfield,1925,1000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f87ega92570,tn,42,34862,—,black,avis corporation,28600,27000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f86egb11822,tn,36,40217,—,gray,avis corporation,27500,26100,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FIESTA,SE,Hatchback,automatic,3fadp4ej1em114721,mo,38,36082,gray,black,avis corporation,10150,10100,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,FIESTA,SE,Hatchback,automatic,3fadp4ej8em114702,il,35,35484,gray,black,avis corporation,10200,10100,Thu Mar 05 2015 02:30:00 GMT-0800 (PST),3/5/2015
2014,FORD,FIESTA,SE,Hatchback,automatic,3fadp4ej1em108269,mo,47,38100,gray,tan,avis corporation,10050,9700,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,FOCUS,SE,Sedan,automatic,1fadp3f28el145662,fl,43,38904,—,gray,avis corporation,11550,11300,Thu Mar 05 2015 01:15:00 GMT-0800 (PST),3/5/2015
2014,FORD,FOCUS,SE,Hatchback,automatic,1fadp3k22el177514,fl,43,36675,—,black,avis corporation,11750,11500,Thu Mar 05 2015 01:15:00 GMT-0800 (PST),3/5/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0h70er171853,mi,42,40832,black,black,avis corporation,13900,13700,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),3/5/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0hd4er166015,mn,39,42342,silver,tan,avis corporation,14550,14700,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,FUSION,SE,Sedan,,3fa6p0hd6er166016,mi,44,43198,silver,beige,avis corporation,14450,14200,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,GT,Convertible,,1zvbp8ffxe5307245,on,49,22166,black,black,ford motor company of canada  limited,29500,31200,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),3/3/2015
2014,FORD,MUSTANG,GT,Convertible,,1zvbp8ff7e5307316,on,45,13620,blue,black,ford motor company of canada  limited,29700,31500,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),3/3/2015
2014,FORD,MUSTANG,V6,Coupe,automatic,1zvbp8amxe5234271,mo,28,33567,blue,black,avis corporation,17900,17700,Wed Mar 18 2015 04:15:00 GMT-0700 (PDT),3/18/2015
2013,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f84dgc83510,mo,42,36216,red,black,avis corporation,28000,26900,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),3/3/2015
2011,FORD,EXPLORER,XLT,SUV,automatic,1fmhk7d82bga79795,tx,35,53406,white,gray,ford motor credit company llc,19450,20100,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2007,FORD,EXPEDITION,Eddie Bauer,SUV,automatic,1fmfu17517la20557,tx,29,123859,gray,tan,fed lease,8900,7400,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2007,FORD,F-150,STX,Truck,automatic,1ftrf02w47kb83408,fl,31,167535,—,gray,ask & kh auto sales corp,4100,6000,Wed Mar 04 2015 01:35:00 GMT-0800 (PST),3/4/2015
2014,FORD,E-SERIES VAN,E-250,Van,,1ftne2ew8eda18617,mn,41,4894,white,gray,u-haul,22000,22100,Thu Mar 05 2015 02:30:00 GMT-0800 (PST),3/5/2015
2014,FORD,E-SERIES VAN,E-150,Van,,1ftne1ew3eda33309,ca,4,12170,white,gray,enterprise rent a car/ars,20400,21100,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),3/5/2015
2000,FORD,MUSTANG,Base,Coupe,automatic,1fafp4048yf280801,ca,21,1,gray,gray,worthington ford,2075,650,Wed Mar 25 2015 04:30:00 GMT-0700 (PDT),3/25/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0h94er279328,fl,49,20732,—,tan,avis budget group,16850,17400,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FUSION,Titanium,Sedan,automatic,3fa6p0k99er301154,fl,46,23831,—,black,avis budget group,19800,19500,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,GT Premium,Coupe,automatic,1zvbp8cf6e5242561,ga,35,30573,black,black,the hertz corporation,25000,27500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,TAURUS,Limited,Sedan,automatic,1fahp2f82eg179685,fl,5,13274,—,tan,avis budget group,21600,22400,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2013,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f80dga94112,mi,39,39707,green,black,ars/avis budget group,27300,25300,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2013,FORD,F-150,XLT,Truck,automatic,1ftfw1ef2dkd14691,mi,3,23208,blue,gray,ford motor credit company llc,25700,26200,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),3/5/2015
2006,FORD,FREESTYLE,SEL,Hatchback,automatic,1fmzk02136ga45226,ut,1,1,gold,tan,united auto credit/irvine,5225,700,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),3/4/2015
2001,FORD,ESCAPE,XLT,SUV,,1fmyu03191kc41407,va,27,179769,blue,gray,bavarian auto sales llc,1650,1300,Thu Mar 05 2015 01:20:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,GT,Coupe,automatic,1zvbp8cf0e5329064,tx,34,15825,—,black,budget rent a car/omaha,25200,23900,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),3/5/2015
2004,FORD,ECONOLINE CARGO,E-250,Van,,1ftne24w04ha65049,pa,1,136270,white,gray,ari,3075,800,Tue Mar 03 2015 05:01:00 GMT-0800 (PST),3/3/2015
2014,FORD,TAURUS,Limited,Sedan,automatic,1fahp2f85eg186145,ny,5,13173,silver,black,ford motor credit company,21600,21900,Tue Mar 03 2015 01:50:00 GMT-0800 (PST),3/3/2015
2014,FORD,E-SERIES VAN,E-250,Van,automatic,1ftne2ewxeda17498,nv,44,5299,white,gray,u-haul international,21800,21000,Fri Mar 06 2015 04:00:00 GMT-0800 (PST),3/6/2015
2014,FORD,E-SERIES VAN,E-250,Van,,1ftne2ew1eda15252,nv,5,9368,white,gray,u-haul international,21500,21100,Fri Mar 06 2015 04:00:00 GMT-0800 (PST),3/6/2015
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1d5237424,nc,23,56253,silver,black,dtg operations inc,14000,12701,Tue Mar 03 2015 01:15:00 GMT-0800 (PST),3/3/2015
2003,FORD,F-250 SUPER DUTY,XLT,Truck,,1ftnw21l43ed65796,nc,33,172537,gray,gray,fleet lease remarketing,5800,8500,Mon Mar 02 2015 01:30:00 GMT-0800 (PST),3/2/2015
2001,FORD,F-150,Lariat,Truck,automatic,1ftrw08l31kb39176,nc,19,156645,blue,tan,fleet lease remarketing,4825,4500,Mon Mar 02 2015 01:30:00 GMT-0800 (PST),3/2/2015
2014,FORD,E-SERIES VAN,E-250,Van,automatic,1ftne2ew1eda13680,nc,42,7649,white,gray,u-haul international,21700,21300,Tue Mar 03 2015 01:15:00 GMT-0800 (PST),3/3/2015
2014,FORD,E-SERIES VAN,E-250,Van,,1ftne2ew3eda09601,nj,44,12045,white,gray,u-haul,21300,21800,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,E-SERIES VAN,E-250,Van,,1ftne2ew8eda09514,nc,45,9357,white,gray,u-haul international,21600,21300,Tue Mar 03 2015 01:15:00 GMT-0800 (PST),3/3/2015
2014,FORD,E-SERIES VAN,E-250,Van,automatic,1ftne2ew5eda19188,nj,43,8937,silver,gray,u-haul,21600,22000,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,E-SERIES VAN,E-250,Van,automatic,1ftne2ew8eda10307,nj,44,16680,white,gray,u-haul,20900,21800,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k7f82ega76500,tn,38,41645,red,black,avis corporation,26900,25900,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FIESTA,SE,Hatchback,automatic,3fadp4ej9em111873,tn,39,38804,—,black,avis corporation,10000,9500,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5213383,nv,37,56709,white,black,dtg operations inc,14250,13500,Fri Mar 06 2015 04:00:00 GMT-0800 (PST),3/6/2015
2011,FORD,F-350 SUPER DUTY,Lariat,Truck,automatic,1ft8w3bt5bea98913,mo,39,88321,silver,black,meridian remarketing,33200,32900,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),3/3/2015
2007,FORD,F-150,XLT,Truck,automatic,1ftrw12w67kc48765,ca,22,116732,gray,gray,m & n financial,10000,8500,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),3/4/2015
2006,FORD,FOCUS,ZX4 SES,Sedan,,1fafp34n86w218745,ca,28,144872,blue,gray,m & n financial,2225,1850,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),3/4/2015
2005,FORD,EXPEDITION,XLT,SUV,,1fmpu15585la25470,ca,19,157842,gold,silver,m & n financial,3700,2900,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),3/4/2015
2005,FORD,EXPLORER,XLT,SUV,,1fmzu63e05za44634,ca,19,130089,blue,gray,m & n financial,3425,2900,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,ESCAPE,Titanium,SUV,automatic,1fmcu0j98eub17528,ga,46,33161,blue,black,ford-lincoln dealer program,20600,20600,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2001,FORD,F-250 SUPER DUTY,XLT,Truck,automatic,1ftnx21f01ea46741,ma,19,140863,green,tan,hertz remarketing,9975,4600,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),3/3/2015
2014,FORD,E-SERIES VAN,E-250,Van,automatic,1ftne2ew2eda13767,tx,39,31492,white,gray,u-haul international,19900,11000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,E-SERIES VAN,E-250,Van,automatic,1ftne2ew0eda13993,md,45,18597,white,gray,u-haul,20700,21200,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),3/10/2015
2014,FORD,EXPLORER,Limited,SUV,automatic,1fm5k8f88egb28041,mo,48,44217,silver,black,avis corporation,26900,25600,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),3/3/2015
2014,FORD,F-150,XL,Truck,automatic,1ftnf1cfxekd21016,mo,47,3342,blue,gray,u-haul technical center,18350,18400,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),3/3/2015
2014,FORD,F-150,XL,Truck,automatic,1ftnf1cf4ekd16622,tx,27,15623,white,gray,u-haul international,17550,17000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,F-150,XL,Truck,automatic,1ftnf1cf5ekd18315,tx,37,13522,white,gray,u-haul international,17700,17000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),3/4/2015
2014,FORD,FOCUS,SE,Hatchback,automatic,1fadp3k27el231485,mn,28,36128,gray,tan,avis corporation,11750,11200,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,FOCUS,SE,Sedan,automatic,1fadp3f21el163873,il,29,39725,red,black,avis corporation,11500,11100,Thu Mar 05 2015 02:30:00 GMT-0800 (PST),3/5/2015
2014,FORD,FOCUS,SE,Hatchback,automatic,1fadp3k2xel158063,mo,48,37792,—,black,avis corporation,11700,11400,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),3/3/2015
2014,FORD,FOCUS,SE,Sedan,automatic,1fadp3f23el145665,mo,4,40782,white,black,avis corporation,11450,11100,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),3/4/2015
2014,FORD,FUSION,SE,Sedan,automatic,3fa6p0h70er272522,il,35,41143,red,black,avis corporation,13850,13600,Thu Mar 05 2015 02:30:00 GMT-0800 (PST),3/5/2015
2014,FORD,MUSTANG,V6,Coupe,automatic,1zvbp8amxe5201383,mo,28,38404,black,gray,avis corporation,17600,17000,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),3/3/2015
